,0,1,2,3,4,5,6,7,8,9,10,11,12,13,Ges_Type
0,-93.72876746822736,-0.22292081011978188,-82.85323234172674,-116.60559729808142,173.29579773423433,-97.02923529660099,-93.5882019798267,-90.02884964378472,-0.02578165679952545,-87.72901814010748,-85.66742285714948,-170.8488829116847,-95.35236014231396,-90.0094990154541,none
1,-90.17315722775885,-5.333867471598541,-79.42701621382706,-114.81022357716037,179.81869238430522,-93.6821823156493,-93.47523119424578,-91.73442895733191,0.030293988272527862,-87.5917859839924,-76.58446725578848,-179.8214969157628,-94.715411641517,-89.98550056580116,none
2,-90.10820618532802,-0.07592156584463673,-79.48881284411691,-111.74166505191423,-179.99336274242927,-93.71635525760534,-89.96491739871968,-89.96787059932811,0.09632624580955657,-84.93691741098111,-78.6919250967432,-179.82078735892767,-92.29108303169727,-87.62395696470699,none
3,-90.06515835516197,-0.07126114719744404,-82.81783174624837,-103.95517718681451,-179.9758886340638,-93.74401267487457,-90.06970798901892,-89.9795950444727,0.12633436865018155,-79.74223245752927,-82.40511750975347,-179.90410645181564,-90.03280885180388,-89.93266240124255,none
4,-89.96534965609445,0.09702510677313764,-86.45867854073592,-90.14447484387858,-175.10827013587578,-93.85175476033983,-90.062138760351,-88.18647085705805,0.12826535097255612,-82.17215610856096,-79.68991287346788,-179.97094319126924,-90.02488865441836,-89.97802070015919,none
5,-85.89492390809468,5.157213362704736,-86.48423433049797,-89.75806720490748,-174.8444936433401,-93.66477175507691,-89.99236382936094,-86.35688993475713,0.21910707144370653,-79.72845696261659,-84.86390285176518,-179.95842702647838,-89.96569572134148,-87.55520482603481,none
6,-80.59363955556553,5.698073574820476,-83.62525812919863,-85.44837713998736,-175.13257678388993,-93.52380394238027,-89.93785447218552,-86.41338192287346,0.2724467875510779,-85.09487104333407,-84.8405538509179,-172.09567772188782,-89.88617835611925,-89.97973713014022,none
7,-80.56259325258152,6.171649706186256,-80.01278804882588,-74.2681129747253,-175.62105051465772,-93.6682677524102,-90.07732994203205,-88.18117834955473,7.815836858499182,-87.50784009523483,-85.22620321992244,-179.88335669698196,-89.89512581955304,-89.9520342673939,none
8,-85.5495166095809,6.075941818939049,-73.68477667527519,-78.83383474484167,-179.86450950617532,-96.6695002067644,-90.0723465630358,-88.13594947998754,6.853448146621843,-89.83714816216903,-87.49969775411026,-179.81113561074528,-87.64325515752547,-89.94482703920293,none
9,-85.99126879009944,0.2479086115535885,-69.37818823950063,-86.33320234716953,-175.41351988231557,-100.48186609339415,-90.12658437916271,-88.17268503329151,0.22485376094603712,-89.88015852356415,-85.34870989419544,-173.16898247158815,-87.70664534777613,-82.5741899468479,none
10,-82.66450591916563,0.18071232787612573,-66.51430824690493,-86.33319593703854,-179.8490930341525,-103.86259922600794,-90.16511706311107,-88.14631553882367,0.219669272017639,-87.71135665054585,-89.77379365894828,-179.82730907788394,-85.26234753103608,-82.89706223577421,none
11,-83.04677666957362,5.859863104433767,-67.61401676108709,-86.28253161634873,-179.8324074957281,-103.91486975784419,-90.17359441845961,-88.14063417323308,0.1957318991476683,-87.71299354291673,-89.87196453674133,-179.83202816041836,-83.17929540980806,-84.98615129269507,none
12,-86.18979649106342,0.09948271626936236,-66.44526366725184,-86.29640944954357,-179.82563922450643,-103.98097508037404,-90.16657917350736,-88.14956049357167,0.28459788993920043,-87.71468973572709,-89.92172429382191,-172.38888662696183,-85.25368966881044,-82.88777312664703,none
13,-86.18012184125108,0.1200276347836059,-66.43673451878475,-86.2639555107361,21.347543609013645,0.0,0.0,-88.13254635711175,0.25867223221471314,-87.73383983111195,-92.12089528819996,-179.8312409454787,-83.14621223754837,-85.31408197928411,none
14,-86.20577150926272,0.14078141751576623,-66.43164157927775,-86.40090438637986,-179.80224143984213,-104.1087106190255,-93.5338548656636,-88.1742598093575,0.21265460103120626,-89.99606557499928,-89.96227629621542,-172.46999679723706,-82.90849013288869,-85.22326724096462,none
