,0,1,2,3,4,5,6,7,8,9,10,11,12,13,Ges_Type
0,-78.15243907039637,10.120389155921133,-9.116697120649597,44.666829498540565,-172.5356351332599,25.1125409305846,0.0,28.55651676377156,0.0,0.0,0.0,0.0,0.0,0.0,left
1,-78.69690081065893,10.303063499819118,-7.119204421506581,-2.6906419430151822,-171.94323903811713,25.15525933854486,0.0,28.45732416993366,0.0,0.0,0.0,0.0,0.0,0.0,left
2,-80.15621350054651,9.9712045445241,-7.6910446919432776,-2.225493532872494,-171.55346990041718,25.229207603543415,0.0,28.308507203467155,0.0,0.0,0.0,0.0,0.0,0.0,left
3,-79.6414977842554,11.522563005826802,-8.130594040859721,-2.2950040655187673,-171.0776757517377,25.273396641168343,0.0,28.308475682246392,0.0,0.0,0.0,0.0,0.0,0.0,left
4,-79.6365155350162,10.374591493330094,-7.132627049948342,-4.380844718455987,-170.55496656853273,25.352402811833535,0.0,28.311681026713856,0.0,0.0,0.0,0.0,0.0,0.0,left
5,-79.02043191902631,9.98185289591674,-8.693091247421009,-3.1056912398260175,-171.1709474896433,25.352378652918212,0.0,28.44983726226069,0.0,0.0,0.0,0.0,0.0,0.0,left
6,-80.06766856766367,10.30033167661601,-9.287632008126483,-2.7110813740651043,-172.10196109728489,25.26775362243914,0.0,28.448946291884255,0.0,0.0,0.0,0.0,0.0,0.0,left
7,-79.53808672149668,11.09552468389579,-9.127141741110075,-4.313993503914338,-170.61995520128323,25.50823021200846,0.0,28.5481267830106,0.0,0.0,0.0,0.0,0.0,0.0,left
8,-77.93686128600784,9.812753980209694,-8.584569213165423,-3.527526696835385,-171.7163686851445,25.501645728802767,0.0,28.753116130880766,0.0,0.0,0.0,0.0,0.0,0.0,left
9,-80.41733021960609,9.64885539562095,-8.195785773914878,-2.7169144507996066,-171.56348087639125,25.535053507285483,0.0,28.710797580452283,0.0,0.0,0.0,0.0,0.0,0.0,left
10,-79.89347558714539,9.644088854766506,-7.495509633929638,-3.1587728107806043,-171.39230819376635,25.68966828443122,0.0,28.812033389773752,0.0,0.0,0.0,0.0,0.0,0.0,left
