,0,1,2,3,Mot_Type
88,560.8098754882812,415.8138427734375,744.9729614257812,396.21795654296875,Hover
89,558.8780517578125,419.72784423828125,735.162353515625,429.4737548828125,Hover
90,556.9578857421875,425.6070556640625,739.0628051757812,447.2192687988281,Hover
91,556.9503173828125,429.47967529296875,729.2828369140625,482.43658447265625,Hover
92,556.8541259765625,421.7401428222656,695.9297485351562,513.7672119140625,Hover
93,554.8663940429688,421.7331848144531,666.6057739257812,541.2412109375,Hover
94,552.9711303710938,425.61151123046875,637.2195434570312,570.5894775390625,Hover
95,547.0714721679688,429.5461120605469,603.907470703125,598.0025024414062,Hover
96,541.220703125,429.5516052246094,572.52783203125,611.7736206054688,Hover
97,539.3353881835938,427.6058654785156,541.3020629882812,623.5244140625,Hover
98,537.2819213867188,425.6299133300781,507.8439636230469,629.3588256835938,Hover
99,533.3903198242188,421.6968078613281,478.52606201171875,639.208251953125,Hover
100,533.3524780273438,415.8904724121094,460.868408203125,621.59765625,Hover
101,527.5776977539062,423.66387939453125,433.5135803222656,619.6117553710938,Hover
102,525.6026000976562,423.6724853515625,413.9192810058594,603.963134765625,Hover
103,527.5318603515625,417.8394775390625,400.1141357421875,588.3004150390625,Hover
104,529.4801635742188,417.7848815917969,394.276123046875,570.5198364257812,Hover
105,539.2066040039062,409.94622802734375,384.5284118652344,550.9957885742188,Hover
106,539.18701171875,413.84381103515625,384.5189208984375,525.48486328125,Hover
107,543.162109375,413.82080078125,384.4835205078125,500.0699768066406,Hover
108,547.1295166015625,409.9245910644531,364.8786315917969,474.61822509765625,Hover
109,554.9232177734375,409.9521179199219,378.5946350097656,447.1122131347656,Hover
110,556.905517578125,409.958740234375,374.6888427734375,411.91900634765625,Hover
111,568.60693359375,400.1208190917969,384.50030517578125,384.5005798339844,Hover
112,562.7470703125,392.35638427734375,384.49200439453125,355.1354064941406,Hover
113,558.8450317382812,386.4594421386719,382.4972229003906,321.8546447753906,Hover
114,554.880859375,382.4521789550781,368.8483581542969,290.4000244140625,Hover
115,554.8776245117188,368.8869323730469,362.95672607421875,255.18212890625,Hover
116,549.0210571289062,357.0658264160156,366.87957763671875,227.77134704589844,Hover
117,545.1262817382812,349.1861267089844,372.74761962890625,196.3813018798828,Hover
118,543.2078857421875,337.4161376953125,382.52880859375,172.8858642578125,Hover
119,543.1610107421875,325.7011413574219,386.46075439453125,137.62387084960938,Hover
120,543.2239379882812,321.7908630371094,402.14141845703125,102.37774658203125,Hover
121,545.137451171875,313.9491882324219,437.39263916015625,118.06539916992188,Hover
122,545.1515502929688,308.1337585449219,447.19378662109375,90.615966796875,Hover
123,543.2040405273438,310.0246276855469,476.4986877441406,104.31686401367188,Hover
124,551.0051879882812,317.90478515625,500.07843017578125,102.41365814208984,Hover
125,552.9993896484375,323.794677734375,529.478759765625,114.09844970703125,Hover
126,558.9011840820312,329.6553955078125,566.7135620117188,129.780029296875,Hover
127,566.6488647460938,341.4219055175781,599.9656372070312,161.0977325439453,Hover
128,566.6860961914062,349.238525390625,619.5886840820312,196.39974975585938,Hover
129,574.4885864257812,364.9241638183594,629.3949584960938,225.80218505859375,Hover
130,582.3796997070312,380.5526428222656,652.9130249023438,276.75811767578125,Hover
131,523.6187133789062,511.8495788574219,558.8895263671875,398.1949462890625,Hover
132,588.2870483398438,386.4590148925781,664.6399536132812,351.1908874511719,Hover
133,601.9220581054688,382.54058837890625,0.0,0.0,Hover
134,602.0036010742188,364.9245300292969,646.9758911132812,431.5577392578125,Hover
135,601.9896240234375,368.8768310546875,635.2821044921875,472.6176452636719,Hover
136,601.974609375,378.6212463378906,621.5219116210938,502.0465393066406,Hover
137,601.9464721679688,380.55230712890625,602.0142822265625,529.44580078125,Hover
138,600.0282592773438,382.4756774902344,582.3518676757812,547.1019287109375,Hover
139,600.0243530273438,382.4719543457031,556.8955688476562,556.8965454101562,Hover
140,599.9674682617188,382.58795166015625,539.2689208984375,554.9364013671875,Hover
141,599.9484252929688,384.4559631347656,509.93133544921875,572.521240234375,Hover
142,599.9669799804688,382.5629577636719,488.34228515625,568.6025390625,Hover
143,590.1889038085938,396.1824035644531,462.8707580566406,570.5997314453125,Hover
144,592.1248168945312,390.35150146484375,439.3402099609375,570.6072387695312,Hover
145,588.3036499023438,394.2665100097656,431.5306091308594,558.9037475585938,Hover
146,586.3489990234375,398.1296691894531,417.8401794433594,554.9595336914062,Hover
147,584.3385620117188,400.239501953125,415.8310241699219,537.2841186523438,Hover
148,590.2200927734375,400.1497802734375,413.8722229003906,517.7427978515625,Hover
149,594.1506958007812,400.1228332519531,404.06207275390625,494.2176513671875,Hover
150,601.9017333984375,398.24786376953125,396.2449645996094,462.94403076171875,Hover
151,603.8414916992188,398.2477111816406,402.1055908203125,439.3590087890625,Hover
152,603.8583374023438,396.27642822265625,400.18780517578125,413.944580078125,Hover
153,603.908935546875,396.2123718261719,396.22674560546875,380.5956115722656,Hover
154,601.8924560546875,386.4496154785156,408.0216979980469,357.0314025878906,Hover
155,598.0618286132812,382.53411865234375,402.16949462890625,327.66253662109375,Hover
156,590.1895751953125,374.6878662109375,394.3143310546875,294.3772888183594,Hover
157,586.3250732421875,370.8122253417969,400.19537353515625,272.846923828125,Hover
158,586.2247314453125,366.8847961425781,409.96148681640625,245.4098358154297,Hover
159,582.3598022460938,366.8002014160156,415.9188232421875,221.845947265625,Hover
160,570.599609375,357.0603332519531,427.53472900390625,194.506103515625,Hover
161,570.5331420898438,349.19525146484375,441.3330078125,170.93963623046875,Hover
162,570.6296997070312,339.4368896484375,460.86456298828125,151.32907104492188,Hover
163,570.643798828125,337.4202575683594,480.5102233886719,137.65142822265625,Hover
164,566.6696166992188,337.4132385253906,505.9457092285156,131.7903594970703,Hover
165,564.754638671875,335.52691650390625,525.5679931640625,125.90547180175781,Hover
166,572.5302124023438,337.4633483886719,556.8303833007812,141.56141662597656,Hover
167,574.5223999023438,349.22021484375,588.2029418945312,163.11288452148438,Hover
168,574.5577392578125,355.07958984375,605.9353637695312,186.62237548828125,Hover
169,578.439453125,364.8436279296875,631.3688354492188,212.04376220703125,Hover
170,586.2008056640625,372.7206115722656,633.311767578125,253.2183074951172,Hover
171,527.5238037109375,509.9181213378906,527.5213623046875,439.3465881347656,Hover
172,594.1181640625,382.5093994140625,709.681396484375,339.400146484375,Hover
173,603.9102783203125,386.4612121582031,711.6690673828125,388.4236145019531,Hover
174,609.7748413085938,366.8498229980469,695.9993286132812,425.6501770019531,Hover
175,609.7627563476562,368.82720947265625,690.1069946289062,472.6308898925781,Hover
176,611.7225952148438,372.750244140625,674.4686889648438,494.1963195800781,Hover
177,615.6025390625,378.6328125,650.9755249023438,531.4107666015625,Hover
178,615.6111450195312,378.5801696777344,627.3911743164062,547.0919799804688,Hover
179,615.6142578125,378.6220703125,596.0787963867188,562.7989501953125,Hover
180,613.695068359375,380.5652160644531,570.6246948242188,588.2522583007812,Hover
181,609.8101806640625,380.5991516113281,539.2353515625,570.5932006835938,Hover
182,604.0023803710938,384.45550537109375,509.82598876953125,572.5059814453125,Hover
183,601.9973754882812,386.4739990234375,476.605224609375,566.6943359375,Hover
184,590.26318359375,398.174072265625,458.9366760253906,545.1309204101562,Hover
185,590.2445068359375,396.2298889160156,425.62176513671875,541.2091064453125,Hover
186,586.2897338867188,398.2347412109375,425.62890625,511.81915283203125,Hover
187,586.2239379882812,396.28118896484375,406.0278625488281,494.2141418457031,Hover
188,588.1878662109375,390.3941345214844,392.328857421875,466.80755615234375,Hover
189,588.243408203125,386.44476318359375,378.6302185058594,445.1959228515625,Hover
190,588.2235717773438,384.4583435058594,357.079345703125,411.9115905761719,Hover
191,586.293701171875,380.5382385253906,351.1611022949219,382.5673828125,Hover
192,578.4229736328125,372.7700500488281,359.0325622558594,353.2397155761719,Hover
193,572.63037109375,366.8923645019531,364.8748779296875,323.75140380859375,Hover
194,570.6652221679688,364.9305114746094,337.5048828125,284.59625244140625,Hover
195,568.619873046875,353.1531066894531,353.10589599609375,257.1387634277344,Hover
196,562.7698364257812,343.3689880371094,359.0143127441406,229.70327758789062,Hover
197,556.848388671875,335.56585693359375,364.91632080078125,198.36424255371094,Hover
198,554.858642578125,325.7410583496094,368.7877197265625,165.08450317382812,Hover
199,551.0044555664062,321.789306640625,384.4874267578125,139.59213256835938,Hover
200,554.9171752929688,319.7538146972656,398.2358093261719,121.97881317138672,Hover
201,551.0364990234375,313.9587707519531,431.4538879394531,125.89508056640625,Hover
202,552.9699096679688,315.8958435058594,449.13067626953125,120.03101348876953,Hover
203,556.923583984375,312.01519775390625,470.67474365234375,118.01081848144531,Hover
204,554.9879760742188,321.7618408203125,496.2073669433594,123.93218231201172,Hover
205,558.8673095703125,323.7993469238281,525.4978637695312,133.75010681152344,Hover
206,556.9339599609375,337.482177734375,556.8367919921875,155.27285766601562,Hover
207,558.887939453125,341.3966369628906,588.2050170898438,178.7295379638672,Hover
208,566.6610717773438,353.104248046875,617.67578125,196.45021057128906,Hover
209,572.5919189453125,361.0063781738281,633.2686157226562,225.7999267578125,Hover
210,570.654296875,370.7972106933594,0.0,0.0,Hover
211,580.4010009765625,378.5852355957031,695.9679565429688,313.9783630371094,Hover
212,582.3609619140625,376.6684265136719,721.4851684570312,351.10882568359375,Hover
213,590.2294311523438,376.6435241699219,766.5166015625,384.51727294921875,Hover
214,592.1779174804688,380.5783386230469,752.8070678710938,417.826171875,Hover
215,592.1285400390625,388.3985595703125,741.0505981445312,458.8833923339844,Hover
216,590.2107543945312,398.212890625,731.2694091796875,492.2838439941406,Hover
217,588.282470703125,398.18914794921875,715.6157836914062,523.554931640625,Hover
218,588.1976318359375,398.2659912109375,699.88916015625,549.0699462890625,Hover
219,586.2178344726562,402.1336364746094,680.3444213867188,568.65087890625,Hover
220,578.4796752929688,406.0294494628906,664.5776977539062,599.978515625,Hover
221,570.6453247070312,411.8590087890625,625.4436645507812,615.6879272460938,Hover
222,564.7064208984375,411.9379577636719,586.2845458984375,619.5618896484375,Hover
223,556.9314575195312,411.9067077636719,552.9142456054688,621.5787963867188,Hover
224,552.9283447265625,407.9865417480469,507.89007568359375,627.4379272460938,Hover
225,539.3143310546875,409.9549560546875,476.57586669921875,633.2886962890625,Hover
226,535.3641357421875,402.1570129394531,435.43243408203125,609.797119140625,Hover
227,529.503662109375,402.1039123535156,400.1849365234375,605.9168701171875,Hover
228,525.5438232421875,398.1490783691406,429.53204345703125,507.9085998535156,Hover
229,521.606201171875,390.36737060546875,366.8753967285156,525.5403442382812,Hover
230,521.6024780273438,386.4830017089844,349.20062255859375,494.2537841796875,Hover
231,515.7398681640625,382.55499267578125,278.7024841308594,447.200439453125,Hover
232,523.5624389648438,392.3248596191406,306.1173095703125,421.7148132324219,Hover
233,519.682373046875,374.7181396484375,360.99017333984375,374.6799011230469,Hover
234,515.7522583007812,366.87060546875,372.7237854003906,315.9412536621094,Hover
235,511.8643493652344,368.794677734375,374.7009582519531,249.29840087890625,Hover
236,511.8810119628906,362.9535217285156,408.0109558105469,241.47821044921875,Hover
237,511.8722839355469,355.08416748046875,433.4421081542969,219.9474639892578,Hover
238,509.9242248535156,357.05987548828125,447.1764831542969,184.66732788085938,Hover
239,507.8940734863281,357.0530700683594,466.7601318359375,172.8968505859375,Hover
240,507.9143981933594,355.09283447265625,507.8626708984375,149.3850860595703,Hover
241,509.9601135253906,345.3038635253906,554.9848022460938,153.2959747314453,Hover
242,513.7822875976562,349.2447509765625,570.6506958007812,167.02906799316406,Hover
243,523.5049438476562,351.1327819824219,605.86669921875,170.93031311035156,Hover
244,537.2508544921875,353.1837158203125,646.9779052734375,184.64016723632812,Hover
245,537.2797241210938,351.203125,682.2718505859375,215.9758758544922,Hover
246,539.2413940429688,364.8815002441406,693.9879760742188,290.4300537109375,Hover
247,545.1099853515625,380.56781005859375,735.1867065429688,325.6836853027344,Hover
248,551.00927734375,388.4085388183594,745.0067749023438,368.78619384765625,Hover
249,554.8846435546875,400.2254638671875,760.6627197265625,400.2240295410156,Hover
250,554.9281616210938,411.9382629394531,778.286376953125,449.1397399902344,Hover
251,554.9512329101562,417.77557373046875,772.3697509765625,494.1883850097656,Hover
252,554.9932861328125,429.5660705566406,746.9098510742188,523.619873046875,Hover
253,554.8453369140625,433.4462890625,729.2730102539062,554.8750610351562,Hover
254,549.0703735351562,433.5216979980469,719.5235595703125,590.1917724609375,Hover
255,545.1260375976562,437.3771057128906,682.2763671875,611.7404174804688,Hover
256,539.2556762695312,437.41015625,654.8387451171875,633.3167114257812,Hover
257,529.4937133789062,437.3677673339844,605.9035034179688,635.2796630859375,Hover
258,523.5596923828125,433.4810791015625,558.896728515625,650.901611328125,Hover
259,515.7242431640625,429.562255859375,523.5366821289062,639.1758422851562,Hover
260,511.8343200683594,425.61376953125,482.4314270019531,652.8847045898438,Hover
261,505.92889404296875,423.6775817871094,445.28875732421875,635.281005859375,Hover
262,500.0700988769531,417.8287048339844,396.20172119140625,631.3221435546875,Hover
263,494.2516174316406,415.81292724609375,384.52972412109375,598.0194091796875,Hover
264,494.2784423828125,406.0296936035156,364.8833923339844,554.9119873046875,Hover
265,494.1523132324219,402.1525573730469,335.5208740234375,521.63037109375,Hover
266,488.3420715332031,398.1623229980469,333.560546875,478.5064697265625,Hover
267,492.174560546875,390.3767395019531,323.7531433105469,449.1645202636719,Hover
268,492.22479248046875,384.52630615234375,325.71600341796875,408.00787353515625,Hover
269,494.1720275878906,390.3565979003906,331.5856018066406,366.8760681152344,Hover
270,494.1590881347656,384.45684814453125,345.32440185546875,311.98919677734375,Hover
271,496.2140197753906,388.4013366699219,378.6210021972656,284.5677795410156,Hover
272,496.1863708496094,384.4780578613281,398.21051025390625,239.49427795410156,Hover
273,478.5389404296875,368.8053894042969,425.6041259765625,200.32106018066406,Hover
274,500.0593566894531,437.390869140625,0.0,0.0,Hover
275,492.2687072753906,413.9013977050781,0.0,0.0,Hover
276,494.1501770019531,355.1026916503906,525.605712890625,145.4993438720703,Hover
277,504.00738525390625,349.2165222167969,556.8591918945312,147.4127197265625,Hover
278,515.7520141601562,345.3115234375,609.77294921875,147.43609619140625,Hover
279,525.5556640625,345.3134460449219,643.0684204101562,131.79258728027344,Hover
280,527.5367431640625,335.4692687988281,664.6495361328125,178.82249450683594,Hover
281,539.2671508789062,337.5139465332031,707.7539672851562,210.16339111328125,Hover
282,554.8837280273438,351.1513671875,746.9696655273438,227.8118438720703,Hover
283,556.9635620117188,355.1627197265625,735.1575317382812,308.08135986328125,Hover
284,572.5130615234375,372.7171936035156,821.3286743164062,292.4560241699219,Hover
285,578.4411010742188,384.5547790527344,774.3670654296875,359.01873779296875,Hover
286,584.2919311523438,400.17034912109375,846.83251953125,370.7691650390625,Hover
287,582.34228515625,413.853271484375,840.9627075195312,406.04583740234375,Hover
288,578.4486083984375,425.6452941894531,809.6307373046875,445.2001037597656,Hover
289,572.6294555664062,435.411376953125,850.7467651367188,494.2135009765625,Hover
290,570.5296020507812,439.3721008300781,823.3496704101562,541.1824951171875,Hover
291,562.7841186523438,445.16278076171875,819.440185546875,572.5323486328125,Hover
292,558.8465576171875,451.1253662109375,805.693603515625,611.7687377929688,Hover
293,554.9119873046875,455.0379943847656,768.5052490234375,621.5830078125,Hover
294,545.13720703125,451.09625244140625,742.9860229492188,650.9221801757812,Hover
295,552.94482421875,476.54595947265625,697.9865112304688,648.9879760742188,Hover
296,531.409912109375,449.1181335449219,666.5692138671875,660.703125,Hover
297,523.59765625,439.3583679199219,621.5834350585938,648.9728393554688,Hover
298,511.8675231933594,435.4548645019531,588.2974853515625,645.0471801757812,Hover
299,509.8074035644531,417.8176574707031,552.9281005859375,601.9212036132812,Hover
300,498.1611633300781,417.78814697265625,529.4743041992188,572.5980834960938,Hover
301,500.0762023925781,409.9595947265625,513.7721557617188,541.2335205078125,Hover
302,498.1033630371094,398.1728515625,507.8379821777344,539.2330322265625,Hover
303,494.26953125,394.2707824707031,507.92840576171875,496.15716552734375,Hover
304,492.2416687011719,447.16400146484375,586.2913208007812,537.3200073242188,Hover
305,517.68701171875,437.3811340332031,578.4530639648438,349.2278747558594,Hover
306,496.14263916015625,411.9173889160156,527.5231323242188,355.1100769042969,Hover
307,494.2503356933594,384.5526428222656,578.4735717773438,288.55145263671875,Hover
308,513.7820434570312,366.8329772949219,643.0739135742188,210.11514282226562,Hover
309,513.7841186523438,353.1230773925781,662.6331176757812,196.4329376220703,Hover
310,533.3927612304688,337.4441223144531,666.6088256835938,208.12144470214844,Hover
311,547.1195678710938,335.5018005371094,699.9412841796875,196.37789916992188,Hover
312,558.887939453125,323.779052734375,760.6632080078125,163.16783142089844,Hover
313,572.5532836914062,329.60955810546875,793.9481811523438,165.04843139648438,Hover
314,594.121337890625,331.5705871582031,823.3678588867188,176.75930786132812,Hover
315,607.8516845703125,331.57122802734375,878.212646484375,178.76947021484375,Hover
316,631.358642578125,337.5465393066406,889.9451293945312,212.1385498046875,Hover
317,643.07080078125,353.18902587890625,856.6869506835938,272.797119140625,Hover
318,645.0628051757812,368.8082580566406,860.56005859375,315.8868103027344,Hover
319,649.0140991210938,384.48828125,982.04150390625,323.8025817871094,Hover
320,652.8595581054688,396.2373046875,836.9998779296875,368.8827209472656,Hover
321,648.9056396484375,406.0446472167969,982.0418090820312,417.8074645996094,Hover
322,637.2640380859375,415.8639221191406,829.212890625,439.3401184082031,Hover
323,637.2354736328125,431.4493713378906,838.9925537109375,472.64154052734375,Hover
324,631.2999267578125,439.3290710449219,846.8504638671875,509.838134765625,Hover
325,623.4866333007812,447.193115234375,825.3291625976562,539.3187866210938,Hover
326,613.726806640625,449.1274108886719,819.4069213867188,572.5147705078125,Hover
327,603.9406127929688,460.8472595214844,833.14501953125,613.7073974609375,Hover
328,598.0582885742188,460.88128662109375,809.6107788085938,631.363037109375,Hover
329,588.26416015625,460.90582275390625,772.3927612304688,646.9835815429688,Hover
330,572.580078125,453.0590515136719,723.4451293945312,650.9117431640625,Hover
331,560.7948608398438,449.1806945800781,682.2946166992188,650.9906616210938,Hover
332,552.984130859375,445.1895751953125,645.0772094726562,648.9705810546875,Hover
333,539.2955932617188,437.3899841308594,592.1878051757812,617.5590209960938,Hover
334,535.3341064453125,427.5932922363281,558.8833618164062,598.001708984375,Hover
335,525.5330810546875,413.8515930175781,527.5413208007812,554.886474609375,Hover
336,525.4793701171875,394.28997802734375,507.8902587890625,517.7291259765625,Hover
337,523.5567626953125,407.99871826171875,496.1877136230469,449.1378479003906,Hover
338,523.5969848632812,372.72686767578125,500.09686279296875,400.14093017578125,Hover
339,529.4865112304688,439.3355407714844,0.0,0.0,Hover
340,513.8217163085938,433.4769287109375,558.84326171875,592.1607666015625,Hover
341,504.0078125,447.1824951171875,0.0,0.0,Hover
342,492.290771484375,419.75921630859375,556.88232421875,196.44607543945312,Hover
343,533.4046020507812,351.2164001464844,570.64208984375,161.133544921875,Hover
344,527.5302124023438,321.8140869140625,576.5089721679688,174.8686065673828,Hover
345,543.1830444335938,319.86248779296875,617.6162719726562,143.53443908691406,Hover
346,547.1084594726562,298.31298828125,650.9354248046875,116.0671615600586,Hover
347,558.8731689453125,288.4433288574219,678.32275390625,102.35368347167969,Hover
348,570.634765625,278.7007141113281,697.916748046875,131.70645141601562,Hover
349,588.2222900390625,286.4835205078125,743.0350952148438,159.17486572265625,Hover
350,601.9702758789062,290.51898193359375,825.3074951171875,131.71286010742188,Hover
351,617.6798095703125,306.1753234863281,819.4003295898438,194.4149627685547,Hover
352,635.217529296875,319.7818603515625,835.1079711914062,221.90872192382812,Hover
353,649.0140991210938,337.4436950683594,874.2698364257812,257.1031799316406,Hover
354,637.2469482421875,351.2287292480469,838.9763793945312,321.8810729980469,Hover
355,637.19873046875,372.7098693847656,836.9912109375,359.04949951171875,Hover
356,633.2951049804688,386.4283142089844,833.1310424804688,406.0220031738281,Hover
357,629.3658447265625,404.0855407714844,827.2821044921875,445.2499694824219,Hover
358,617.6207885742188,413.83251953125,839.0314331054688,492.2855224609375,Hover
359,609.7740478515625,421.73687744140625,837.00244140625,541.167236328125,Hover
360,601.9703979492188,429.538818359375,809.6109008789062,564.7075805664062,Hover
361,601.9075927734375,435.413330078125,782.1917114257812,576.501953125,Hover
362,590.210205078125,439.35882568359375,758.7088623046875,586.284423828125,Hover
363,582.3363647460938,433.45550537109375,746.9134521484375,603.9554443359375,Hover
364,570.6611938476562,429.5970153808594,680.324462890625,588.2567138671875,Hover
365,560.84423828125,427.5740661621094,648.9843139648438,588.24365234375,Hover
366,554.9088745117188,419.75567626953125,599.98974609375,576.4811401367188,Hover
367,549.05908203125,413.8796081542969,556.8932495117188,556.9652709960938,Hover
368,545.1845703125,398.1735534667969,521.6016845703125,545.1322021484375,Hover
369,541.2922973632812,384.48199462890625,502.0595703125,523.5584106445312,Hover
370,539.275146484375,378.6171875,476.6206970214844,507.87481689453125,Hover
371,535.3504028320312,368.87677001953125,445.245361328125,458.9202575683594,Hover
372,533.3580322265625,362.9263916015625,445.22467041015625,409.95208740234375,Hover
373,529.4854736328125,390.3603515625,443.24505615234375,361.0011901855469,Hover
374,533.3690795898438,382.5404357910156,0.0,0.0,Hover
375,494.23040771484375,474.5997619628906,0.0,0.0,Hover
